timestamp,ax,ay,az,gx,gy,gz,lin_ax,lin_ay,lin_az,grav_x,grav_y,grav_z,speed,lat,lon,prob_none,prob_pothole,prob_speedbump
1782141440062,0.80505,9.258,3.4750502,0.4225375,-0.240625,-0.626175,0.19692639,-0.008995056,0.5177126,0.3878148,9.385344,2.8169718,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440073,0.14805001,9.5460005,3.07695,0.5267625,-0.2523125,-0.676225,-0.13668114,0.13535595,0.33303,0.31437984,9.402957,2.7669413,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440080,-0.07305,9.62895,2.7799501,0.5757125,-0.2534125,-0.6697625,-0.29650745,0.20166492,0.087969065,0.25450844,9.418589,2.7195272,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440102,-0.47595003,9.864,2.09505,0.6087125,-0.2597375,-0.6367625,-0.71848214,0.86978817,-0.6413269,0.1917717,9.436904,2.6605392,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440112,-0.87600005,10.5730505,1.75995,0.55027497,-0.01815,-0.4984375,-0.9201563,1.0899763,-0.7380003,0.07115327,9.474968,2.5279112,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440119,-1.41495,10.894051,1.69095,0.47465,0.0339625,-0.4059,-1.1076937,1.192522,-0.75999475,0.018693594,9.4904785,2.4699948,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440135,-1.8169501,11.265,1.6710001,0.44055,0.07755,-0.346225,-2.4223452,2.4122763,-0.98371685,-0.0049734046,9.497155,2.4442613,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440140,-1.2420001,10.441051,2.184,0.3810125,0.282975,-0.0345125,-1.1751816,0.9222212,-0.17350411,-0.05740268,9.513896,2.3775756,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440150,0.22305001,8.904,2.4859502,0.3289,0.24255,0.13585,0.28827652,-0.6221657,0.15822387,-0.07038725,9.522607,2.3420951,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440168,0.47595003,8.77005,2.352,0.2968625,0.154275,0.142175,0.31673127,-0.25416183,-0.44295096,-0.06522651,9.526166,2.3277264,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440169,0.47895002,8.937,2.1070502,0.2288,-0.009625,0.030524999,0.31673127,-0.25416183,-0.44295096,-0.045681264,9.536162,2.286901,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440180,-0.17205001,9.744,1.6860001,0.2149125,-0.0138875,0.00275,0.06067078,0.04539585,-0.5941274,-0.043720778,9.540654,2.2681274,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440191,-0.045,9.411,2.12595,0.1766875,-0.0075625,-0.0015125,0.005638592,-0.14270496,-0.08641505,-0.050638594,9.553705,2.2123652,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440200,0.076950006,9.352051,2.352,0.1628,-0.05115,-0.0015125,0.12477822,-0.20465755,0.15258193,-0.049681146,9.555348,2.2052777,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440220,0.076950006,9.427951,2.4070501,0.1628,-0.0735625,-0.011,0.022821896,-0.013954163,0.20970154,-0.047828212,9.556708,2.199418,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440221,0.043050002,9.486,2.4190502,0.1926375,-0.1607375,-0.0462,0.022821896,-0.013954163,0.20970154,-0.043821897,9.559955,2.1853485,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440232,-0.10005,9.559951,2.15295,0.2160125,-0.2107875,-0.0567875,-0.053244118,-0.0058660507,-0.006531,-0.04542612,9.563438,2.1700194,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440254,-0.124050006,9.5119505,1.9470001,0.2319625,-0.24915,-0.0578875,-0.14289132,-0.050653458,-0.25710356,-0.04742577,9.571056,2.136133,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440262,-0.39000002,9.571951,1.6860001,0.221375,-0.2745875,-0.0493625,-0.3311524,-0.012598991,-0.38844538,-0.05514935,9.581231,2.089823,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440285,-0.35595003,9.603001,1.71,0.2074875,-0.24695,-0.0226875,-0.3278634,0.019939423,-0.34468925,-0.061991762,9.587749,2.0595267,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440305,-0.32700002,9.64095,1.5850501,0.18205,-0.2182125,0.045375,-0.5155558,-0.036476135,-0.3565464,-0.07049422,9.608427,1.9604964,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440326,-0.49005002,9.60105,1.434,0.1607375,-0.11605,0.0741125,0.010007225,0.15524292,-0.3758881,-0.047057226,9.615758,1.9249382,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440336,-0.37005,9.498,1.42005,0.1628,-0.043725,0.0422125,-0.33115885,-0.12523651,-0.467332,-0.03845482,9.62095,1.8990158,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440351,-0.35595003,9.604951,1.7530501,0.1533125,-0.0053625,0.027224999,-0.005734194,0.2619753,0.29894948,-0.041215807,9.626025,1.8730507,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
